objid,ra,dec,u,g,r,i,z,class
1237648703513821249,207.3929659,-0.6841413878,18.11682,17.77947,17.87333,17.7141,17.67043,QSO
1237648703513886920,207.4450935,-0.7419508416,19.47647,17.61476,16.68962,16.23929,15.87438,GALAXY
1237648703513886931,207.4502062,-0.7280529025,18.14094,16.32733,15.41508,14.97462,14.65088,GALAXY
1237648703513886932,207.456735,-0.7261045116,19.19459,18.31113,18.09644,17.83205,17.75919,GALAXY
1237648703513886964,207.4893691,-0.8032721513,19.53265,18.15082,17.43013,17.02216,16.7586,GALAXY
1237648703513952504,207.7048473,-0.8117949096,19.31942,17.36549,16.37918,15.92805,15.55104,GALAXY
1237648703514083355,207.8799425,-0.7454715123,17.15698,16.04984,15.6602,15.51096,15.47703,STAR
1237648703514148870,208.0694192,-0.7756942142,19.13015,18.99829,18.69307,18.62844,18.67269,QSO
1237648703514214619,208.2329375,-0.6960976984,19.47384,18.02314,17.21636,16.78238,16.43555,GALAXY
1237648703514411038,208.6412171,-0.7766127162,17.14729,15.85645,15.21062,14.84574,14.52751,GALAXY
1237648703514411195,208.6944506,-0.674094359,18.77788,17.11622,16.37415,15.98126,15.68712,GALAXY
1237648703514411201,208.6981259,-0.7601158621,19.13621,17.95535,17.33129,16.9772,16.74717,GALAXY
1237648703514411226,208.737877,-0.6600987839,18.90994,17.66969,16.9995,16.62222,16.35383,GALAXY
1237648703514542100,208.9381501,-0.7572465042,15.62121,14.60897,14.43487,14.40072,14.45437,STAR
1237648703514607736,209.0907019,-0.6562814182,19.23039,18.06944,17.59436,17.23812,17.09449,GALAXY
1237648703514673375,209.2886379,-0.6441436325,18.81291,17.77027,17.30868,16.95996,16.8011,GALAXY
1237648703514673382,209.2936401,-0.8325215174,19.0146,17.33462,16.45423,16.02605,15.67589,GALAXY
1237648703514738729,209.3959125,-0.7802725412,17.92018,17.92471,17.884,17.62558,17.53486,QSO
1237648703514738879,209.4291533,-0.7625917102,17.80781,16.93552,16.67188,16.47706,16.3433,GALAXY
1237648703514738930,209.4867038,-0.6668557473,18.23204,16.45568,15.63056,15.19764,14.8788,GALAXY
1237648703514869770,209.6880596,-0.7249609894,18.49833,17.49403,17.33157,17.28345,17.28941,STAR
1237648703514869875,209.6752277,-0.6580128324,18.92958,16.90914,15.78403,15.31554,14.93797,GALAXY
1237648703514935335,209.8488453,-0.8315175878,19.07301,18.11891,17.76631,17.65374,17.60394,STAR
1237648703514935583,209.9513169,-0.766163443,19.15065,17.36285,16.52798,16.15387,15.80557,GALAXY
1237648704577929251,185.3793616,0.08691155924,18.13147,17.3532,16.93616,16.56829,16.44423,GALAXY
1237648704577929296,185.2675684,0.08462083827,18.54219,17.49083,17.07087,16.71762,16.57594,GALAXY
1237648704577929299,185.2807974,0.04753170775,19.53852,19.139,18.55866,18.17328,17.99881,QSO
1237648704577929391,185.3794557,0.1285188451,19.25762,19.24938,18.9753,18.88568,18.91675,QSO
1237648704577994767,185.4481335,0.01513613734,17.89052,16.98527,16.73305,16.63174,16.61334,STAR
1237648704577994777,185.4852185,0.1633995639,18.71479,16.97454,16.38521,16.12513,15.90649,GALAXY
1237648704577994816,185.5285092,0.0824866289,18.95637,17.97179,17.80977,17.76273,17.78803,STAR
1237648704577994818,185.5577817,0.03290512671,18.25347,17.34355,17.12577,17.02307,16.96043,STAR
1237648704578060441,185.6519768,0.04154265731,19.26136,19.1851,18.9592,18.88952,18.86333,QSO
1237648704578125834,185.7174995,0.09166089208,16.41278,14.86871,14.31287,14.10415,13.98788,STAR
1237648704578125851,185.7471422,0.1962825288,19.05024,19.09565,19.19766,18.90488,18.8281,QSO
1237648704578125853,185.7665342,0.02855401101,18.97832,18.10239,17.81904,17.71502,17.695,STAR
1237648704578125855,185.7703275,0.1986440752,18.70031,17.83492,17.57053,17.45308,17.40799,STAR
1237648704578125964,185.8555339,0.1332898292,19.59163,17.81984,16.84598,16.44592,16.10031,GALAXY
1237648704578191376,185.9015378,0.1450364388,16.0238,15.09469,14.80986,14.6965,14.6701,STAR
1237648704578191418,185.9800838,0.03915530113,15.1353,13.94085,13.94638,14.00164,14.03319,STAR
1237648704578256901,186.0117034,0.04431637291,16.37136,14.76484,14.22739,14.07195,13.9889,STAR
1237648704578256916,186.0339366,0.005707661227,18.76134,17.27291,16.74922,16.59132,16.47496,STAR
1237648704578256961,186.0765226,0.05607073216,17.72557,16.5077,16.11247,15.97783,15.92708,STAR
1237648704578256965,186.1011642,0.1193062716,17.70918,16.77318,16.49644,16.38192,16.34623,STAR
1237648704578256971,186.1111769,0.008868982699,17.79889,16.90706,16.53008,16.38745,16.30119,STAR
1237648704578257021,186.0158913,0.154528346,19.42352,18.08814,17.5851,17.41209,17.34603,STAR
1237648704578257035,186.0264298,0.1173067958,19.49485,17.74386,16.93079,16.61019,16.40522,STAR
1237648704578257040,186.0338356,0.1132127425,19.10102,17.89368,17.17626,16.78514,16.47559,GALAXY
1237648704578257048,186.0395803,0.1645859087,19.08999,17.87979,17.30001,16.91738,16.72677,GALAXY
1237648704578257089,186.1138317,0.1528821871,16.32657,14.79158,14.1052,13.75229,13.46165,GALAXY
1237648704578257140,186.1347569,0.05219899082,19.58891,18.64184,18.49889,18.46553,18.45593,STAR
1237648704578257299,186.1469047,0.1294264241,19.20085,18.08511,17.69779,17.42061,17.29814,GALAXY
1237648704578322454,186.2121934,0.009597378835,18.91914,18.02611,17.80632,17.71907,17.72131,STAR
1237648704578322465,186.2498484,0.1302190878,17.6936,16.32069,15.80393,15.6132,15.53206,STAR
1237648704578322474,186.2572072,0.1485012302,18.35066,17.41139,17.18135,17.08709,17.08965,STAR
1237648704578322478,186.2859601,0.06193329972,18.0996,17.1742,16.83233,16.70185,16.66806,STAR
1237648704578387988,186.3574026,0.06383167878,16.38773,14.9501,14.43486,14.2691,14.19747,STAR
1237648704578387996,186.3602569,0.08235293459,18.9836,17.52731,16.99701,16.7796,16.66278,STAR
1237648704578388017,186.4232854,0.09991990496,16.91041,15.45433,14.85858,14.64869,14.53447,STAR
1237648704578453574,186.5682699,0.01009767749,18.26847,17.98774,17.77489,17.65078,17.51534,QSO
1237648704578453578,186.57943,0.05457332274,17.09046,15.47887,14.81628,14.52759,14.37151,STAR
1237648704578453584,186.5990118,0.1412327238,18.92344,17.86703,17.40125,17.19161,17.12352,STAR
1237648704578453589,186.6066405,0.2061530501,18.54043,17.63641,17.35255,17.25576,17.17422,STAR
1237648704578453621,186.4978786,0.06582384158,19.03382,18.15575,17.95118,17.86144,17.88585,STAR
1237648704578519088,186.6787473,0.1516346876,18.71259,16.32915,15.08869,14.58182,14.27226,STAR
1237648704578519117,186.7344875,0.0680753879,18.81766,17.49303,16.91854,16.68079,16.58296,STAR
1237648704578519122,186.7453887,0.1038386256,18.57371,17.7188,17.39374,17.28585,17.26827,STAR
1237648704578519124,186.7485617,0.173245776,17.40626,15.87684,15.26237,15.03957,14.92599,STAR
1237648704578519228,186.7047151,0.1859167939,19.53823,17.69941,16.98525,16.67076,16.4375,STAR
1237648704578584655,186.8003236,0.05967484851,18.04444,16.12702,15.44266,15.23283,15.12825,STAR
1237648704578584666,186.8132968,0.03170469866,18.55765,16.35182,15.45455,15.0802,14.85069,STAR
1237648704578584724,186.8826033,0.1400649674,16.80133,15.34514,14.81955,14.64411,14.58058,STAR
1237648704578584737,186.9081124,0.145877191,17.43725,15.98773,15.43505,15.24584,15.17689,STAR
1237648704578584799,186.8641983,0.04889067265,18.78979,17.4279,16.68736,16.28967,15.9906,GALAXY
1237648720685694979,161.2733832,-0.4804846174,17.09137,15.98284,15.62553,15.50242,15.46309,STAR
1237648720685694987,161.2911065,-0.5804703016,18.86026,17.2778,16.66154,16.42111,16.29518,STAR
1237648720685694990,161.3114825,-0.6111211417,18.91458,17.97609,17.69784,17.55495,17.49273,STAR
1237648720685695016,161.3272007,-0.5626385356,17.00254,15.35527,14.73952,14.50755,14.40796,STAR
1237648720685695055,161.397725,-0.6215488501,17.17881,15.56593,14.90381,14.66557,14.54323,STAR
1237648720685695069,161.4052563,-0.4861092886,18.60262,17.07502,16.49357,16.32896,16.27352,STAR
1237648720685695095,161.2784639,-0.4630887388,19.05238,17.92345,17.28963,16.89301,16.65988,GALAXY
1237648720685695177,161.3850943,-0.4913582258,19.39531,17.49907,16.76746,16.5326,16.40905,STAR
1237648720685695182,161.395036,-0.425750026,18.5481,17.3771,16.71891,16.30875,16.06784,GALAXY
1237648720685760521,161.4243997,-0.4313672865,18.90212,17.83956,17.45825,17.33062,17.29042,STAR
1237648720685760540,161.4802825,-0.4893727127,16.50787,15.3139,14.8865,14.74076,14.70757,STAR
1237648720685760554,161.543731,-0.5239603305,17.28613,16.36086,16.02538,15.89519,15.8609,STAR
1237648720685760584,161.4226664,-0.5192432056,18.99146,17.07726,16.12667,15.69658,15.36008,GALAXY
1237648720685760591,161.4291092,-0.5932123617,19.00578,17.89613,17.37406,17.02465,16.81729,GALAXY
1237648720685826053,161.5808653,-0.541816567,17.96859,16.45618,15.87957,15.70021,15.63861,STAR
1237648720685826188,161.7050514,-0.4588711149,18.14537,16.98603,16.57416,16.4543,16.40801,STAR
1237648720685826207,161.5826318,-0.5283058136,19.03796,17.35102,16.56406,16.19586,15.90696,GALAXY
1237648720685826231,161.5988002,-0.5501411641,19.55911,17.67387,16.70643,16.32966,16.03905,GALAXY
1237648720685891588,161.7257035,-0.62828994,19.151,17.45303,16.78522,16.56231,16.45795,STAR
1237648720685891595,161.7358885,-0.5288174186,18.76022,17.71995,17.28579,17.09315,17.00772,STAR
1237648720685891599,161.7465183,-0.4553151609,16.73108,15.34196,14.81329,14.63843,14.56427,STAR
1237648720685891609,161.7748594,-0.530884415,19.18309,18.28044,17.97188,17.91156,17.87715,STAR
1237648720685891615,161.7767287,-0.6032952912,17.8964,16.12725,15.40752,15.12172,14.97763,STAR
1237648720685891620,161.7918721,-0.4652604391,18.81566,17.4146,16.8651,16.67896,16.57537,STAR
1237648720685891634,161.8170027,-0.5590844042,18.5321,17.63211,17.32061,17.21326,17.18259,STAR
1237648720685957149,161.9235309,-0.4469796544,19.52808,18.67979,18.39561,18.2954,18.216,STAR
1237648720685957171,161.9547497,-0.4832620529,17.05778,16.01044,15.69783,15.58869,15.56961,STAR
1237648720685957189,161.9884128,-0.4558325734,15.8452,14.78328,14.48869,14.40722,14.3887,STAR
1237648720685957275,161.9479009,-0.5715829077,19.24702,17.71808,17.13476,16.9424,16.85483,STAR
1237648720685957321,162.0148637,-0.5160321813,19.33036,17.50834,16.78476,16.53942,16.40915,STAR
1237648720685957322,162.0176696,-0.5764073905,18.77364,17.53109,16.97743,16.6258,16.41043,GALAXY
1237648720686022658,162.0223666,-0.497567627,16.59492,15.13649,14.59052,14.40143,14.34641,STAR
1237648720686022705,162.0738924,-0.4253420591,16.37205,15.43852,15.10226,14.96795,14.92506,STAR
1237648720686022707,162.0756395,-0.5820396978,16.44267,15.35777,15.23907,15.23717,15.31003,STAR
1237648720686022713,162.1164869,-0.6052479063,19.23675,18.29424,18.00808,17.91335,17.88959,STAR
1237648720686022727,162.1289827,-0.6106208204,18.37125,16.36699,15.60569,15.36293,15.25285,STAR
1237648720686022767,162.0583379,-0.4662881666,19.4854,18.1999,17.6562,17.40889,17.29086,STAR
1237648720686022789,162.0873708,-0.5905591038,19.23702,18.37381,18.06147,17.93892,17.9211,STAR
1237648720686022857,162.1670398,-0.5252414354,18.65073,17.0002,16.17196,15.69725,15.35611,GALAXY
1237648720686088197,162.1734378,-0.4664633833,19.28355,17.29447,16.52981,16.23584,16.07176,STAR
1237648720686088210,162.195429,-0.5410622576,19.07102,18.0139,17.51009,17.31524,17.23491,STAR
1237648720686088215,162.2144182,-0.4790579723,18.27637,16.53353,15.7278,15.34265,15.04055,GALAXY
1237648720686088276,162.2694814,-0.5288710153,18.92278,17.43406,16.85969,16.65171,16.52776,STAR
1237648720686088430,162.3015076,-0.5109456804,19.49018,18.69087,18.40932,17.98627,17.87467,GALAXY
1237648720686153746,162.3357217,-0.5629164711,16.77757,15.79099,15.65251,15.61812,15.64404,STAR
1237648720686153764,162.3820105,-0.4337493965,17.5054,15.80306,15.14073,14.883,14.74835,STAR
1237648720686153798,162.4486986,-0.5949639168,16.73909,15.50358,15.00279,14.8113,14.7381,STAR
1237648720686153802,162.4549608,-0.5731840322,19.1247,17.39795,16.75752,16.51347,16.3906,STAR
1237648720686153850,162.3536023,-0.4298794424,17.46768,15.51855,14.64059,14.21238,13.86848,GALAXY
1237648720686153859,162.3581306,-0.5601357801,19.14289,17.58933,17.22007,16.97656,16.92214,GALAXY
1237648721218633849,152.3548242,-0.1297437073,19.49632,17.59388,16.67482,16.25166,15.95042,GALAXY
1237648721218633899,152.289487,-0.06307131466,19.45274,17.62178,16.68552,16.27155,15.9206,GALAXY
1237648721218633973,152.381682,-0.04094716364,18.45212,16.89779,16.04317,15.65277,15.35365,GALAXY
1237648721218633979,152.3880113,-0.009528701827,19.30342,17.38579,16.42225,15.99919,15.64936,GALAXY
1237648721218633997,152.4089187,-0.1597433997,19.27068,18.5268,18.12876,17.75474,17.72392,GALAXY
1237648721218634007,152.4326086,-0.05212899992,18.951,17.08533,16.11569,15.69776,15.33339,GALAXY
1237648721218699361,152.5672169,-0.07478726339,17.89386,16.11245,15.34051,15.00042,14.70411,GALAXY
1237648721218699400,152.4630107,-0.1219200009,18.70498,17.23423,16.5517,16.18321,15.91227,GALAXY
1237648721218699441,152.505931,-0.1979126272,18.99524,17.87855,17.19045,16.82093,16.56422,GALAXY
1237648721218699455,152.5289809,-0.05770013515,18.59652,17.28157,16.71329,16.36005,16.12741,GALAXY
1237648721218765006,152.7169946,-0.1342803818,17.95627,16.46152,15.72164,15.30538,15.0177,GALAXY
1237648721218765142,152.6749475,-0.1277615978,19.04204,17.87724,17.45017,17.21807,17.22886,GALAXY
1237648721218961430,153.0783934,-0.06026165637,17.35868,16.26491,15.91327,15.79312,15.79815,STAR
1237648721219092504,153.3642745,-0.02909750806,17.88942,16.55713,16.10999,15.9643,15.89903,STAR
1237648721219092632,153.4742924,-0.1548354687,18.73601,16.59921,15.56108,15.12695,14.77491,GALAXY
1237648721219092716,153.3982997,-0.1754847727,19.52077,17.50807,16.52395,16.08269,15.73608,GALAXY
1237648721219092863,153.4494386,-0.1747220518,19.33492,17.25626,16.32616,15.91549,15.54986,GALAXY
1237648721219158109,153.4961219,-0.08158107176,18.18003,16.07295,15.08006,14.62374,14.25727,GALAXY
1237648721219158110,153.4992653,-0.09052324202,19.12968,17.53014,16.70312,16.30732,16.00915,GALAXY
1237648721219158167,153.5174567,-0.0603476792,18.86843,17.42523,16.59959,16.16429,15.83184,GALAXY
1237648721219158172,153.5243856,-0.1271430141,18.68823,17.60337,17.32386,17.12174,17.00394,GALAXY
1237648721219158182,153.5322459,-0.05103870734,19.52407,18.15866,17.44809,17.07915,16.8003,GALAXY
1237648721219223571,153.6778371,-0.1598281506,19.3824,18.43046,18.16253,18.06108,18.0092,STAR
1237648721219223677,153.6494362,-0.15526035,19.28799,17.44256,16.54024,16.12604,15.78613,GALAXY
1237648721219289126,153.8345141,-0.1297866419,17.90158,16.98052,16.75042,16.65792,16.64194,STAR
1237648721219289241,153.8572373,-0.07051058229,19.34353,18.01985,17.20665,16.78012,16.49426,GALAXY
1237648721219354811,154.0026584,-0.1127009878,19.09596,17.07662,16.16983,15.72136,15.34942,GALAXY
1237648721219420336,154.1217706,-0.02699045132,19.44706,18.06446,17.47818,17.14834,16.89766,GALAXY
1237648721219485706,154.2444222,-0.1190172767,19.10702,19.07256,18.79198,18.64582,18.07549,QSO
1237648721219485758,154.3596352,-0.1642170926,19.03104,18.46669,18.11303,18.04101,17.43849,QSO
1237648721219485979,154.2790993,-0.1756614954,18.58894,17.37458,16.94893,16.7297,16.77008,GALAXY
1237648721219551236,154.386659,-0.07312506449,19.40503,17.48724,16.53689,16.08374,15.7189,GALAXY
1237648721219551336,154.3883821,-0.02924697039,19.50942,17.5641,16.60739,16.10064,15.76186,QSO
1237648721219551387,154.4271495,-0.193461068,19.10797,17.57482,16.77922,16.37828,16.08525,GALAXY
1237648721219551422,154.4527175,-0.03076301395,18.6479,16.66485,15.59894,15.12062,14.85318,GALAXY
1237648721219616807,154.598453,-0.09104530804,18.94769,18.79742,18.65749,18.60048,18.73997,QSO
1237648721219616818,154.6119178,-0.1641998382,18.79575,18.57321,18.55136,18.35209,18.30321,QSO
1237648721219616821,154.6224791,-0.1418712957,19.06688,18.69043,18.51842,18.41969,18.17964,QSO
1237648721219616883,154.5355886,-0.08420829831,19.23177,17.46849,16.54995,16.02666,15.61895,GALAXY
1237648721219616899,154.5490428,-0.1494624271,19.56517,17.64734,16.72979,16.29004,15.9327,GALAXY
1237648721219616970,154.618369,-0.07062022668,19.35042,17.61593,16.72431,16.21484,15.82124,GALAXY
1237648721219616998,154.6518352,-0.1780754778,18.74892,16.90716,15.95795,15.48473,15.08246,GALAXY
1237648721219682357,154.7493615,-0.1825207898,19.19234,17.33534,16.35525,15.85395,15.51435,GALAXY
1237648721219682384,154.7959231,-0.1538605774,19.09539,18.11292,17.78169,17.65197,17.57892,STAR
1237648721219747888,154.8561628,-0.02990684954,18.79426,18.34404,18.25214,18.3229,18.19995,QSO
1237648721219748023,154.8642837,-0.03453917382,18.37732,16.88301,16.28039,15.94014,15.78495,GALAXY
1237648721219748093,154.9829995,-0.2014315971,19.10244,17.63602,16.90735,16.52213,16.25722,GALAXY
1237648721219813488,155.0158663,-0.1139414617,19.18205,17.14069,16.10541,15.68298,15.29503,GALAXY
1237648721219879116,155.2481467,-0.1760810213,18.43279,16.6275,15.71816,15.25928,14.88557,GALAXY
1237648720149413921,162.6701244,-0.8744119104,19.07583,17.58162,16.95899,16.70053,16.53613,STAR
1237648720149413925,162.6764338,-0.9760790595,18.15939,16.46312,15.80274,15.57366,15.45408,STAR
1237648720149413939,162.6854879,-0.8808515575,18.72703,17.26665,16.67284,16.44205,16.30302,STAR
1237648720149413942,162.6896786,-0.9667094478,18.70255,17.28837,16.6527,16.40006,16.24515,STAR
1237648720149413957,162.7141895,-1.005200603,17.00017,15.58659,15.04507,14.8149,14.70066,STAR
1237648720149413966,162.7158864,-0.9033811342,17.97968,16.57929,15.81588,15.38484,15.00796,GALAXY
1237648720149413993,162.7664195,-0.8605143105,17.67043,16.20217,15.636,15.44809,15.32646,STAR
1237648720149414019,162.6520562,-0.9230540372,19.47097,17.4802,16.58447,16.17016,15.81771,GALAXY
1237648720149414040,162.7014703,-0.9546278013,19.48088,17.9746,17.34453,17.11736,16.98896,STAR
1237648720149414062,162.7279612,-0.9708824859,19.49037,18.2175,17.42162,16.97952,16.68882,GALAXY
1237648720149479451,162.7997264,-1.045256905,19.1655,18.07046,18.21098,18.37862,18.57238,STAR
1237648720149479457,162.8093841,-0.9739304627,17.61348,16.07891,15.48947,15.28356,15.18689,STAR
1237648720149479514,162.8970504,-1.047254012,17.22627,15.45379,14.81873,14.59723,14.48447,STAR
1237648720149479525,162.7761506,-0.9552354387,19.08307,17.67275,16.96354,16.57325,16.28621,GALAXY
1237648720149479642,162.8411225,-1.009334504,19.36181,18.16825,17.62504,17.39792,17.29436,STAR
1237648720149479679,162.88697,-1.002880575,17.79835,16.35954,15.67576,15.28575,14.9844,GALAXY
1237648720149544978,162.9638145,-0.8781706959,17.00784,16.07094,15.73836,15.60719,15.55462,STAR
1237648720149544981,162.9643543,-0.8549051855,15.92846,15.75834,15.68789,15.79105,15.2599,QSO
1237648720149544996,162.9797498,-0.8937448477,19.30481,18.2557,17.84356,17.56442,17.36537,GALAXY
